Time,Time Code,Country Name,Country Code,"Electricity production from renewable sources, excluding hydroelectric (kWh) [EG.ELC.RNWX.KH]",Access to electricity (% of population) [EG.ELC.ACCS.ZS],"Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]",Electricity production from coal sources (% of total) [EG.ELC.COAL.ZS],Electricity production from hydroelectric sources (% of total) [EG.ELC.HYRO.ZS],Electricity production from natural gas sources (% of total) [EG.ELC.NGAS.ZS],Electricity production from nuclear sources (% of total) [EG.ELC.NUCL.ZS],Electricity production from oil sources (% of total) [EG.ELC.PETR.ZS],"Electricity production from oil, gas and coal sources (% of total) [EG.ELC.FOSL.ZS]","Electricity production from renewable sources, excluding hydroelectric (% of total) [EG.ELC.RNWX.ZS]",Renewable electricity output (% of total electricity output) [EG.ELC.RNEW.ZS],Time required to get electricity (days) [IC.ELC.TIME]
1996,YR1996,New Caledonia,NCL,..,100,100,100,..,..,..,..,..,..,..,26.5319865319865,..
1996,YR1996,New Zealand,NZL,2657000000,100,100,100,2.56902366133852,71.7791242837167,18.139445617306,0,0.0438680667891317,20.7523373454336,7.28484084117018,79.0639651248869,..
1996,YR1996,Nicaragua,NIC,436000000,70.0434188842773,43.2885999781045,92.3017730712891,0,21.6256899147015,0,0,56.4977420973407,56.4977420973407,21.8765679879579,43.5022579026593,..
1996,YR1996,Niger,NER,..,7,1.62956177142879,35.5017700195313,..,..,..,..,..,..,..,0,..
1996,YR1996,Nigeria,NGA,0,39.2571601867676,17.4681408063908,84.0503234863281,0,33.8607400110817,45.7427815058795,0,20.3964784830388,66.1392599889183,0,33.8607400110817,..
1996,YR1996,North Macedonia,MKD,0,..,..,..,86.1918385785273,12.7992772172866,0,0,1.00888420418612,87.2007227827134,0,12.7992772172866,..
1996,YR1996,Northern Mariana Islands,MNP,..,100,100,100,..,..,..,..,..,..,..,0,..
1996,YR1996,Norway,NOR,312000000,100,100,100,0.0869166555235057,99.201512922883,0.267435863149248,0,0,0.354352518672754,0.297999961794877,99.4995128846778,..
1996,YR1996,Oman,OMN,0,100,100,100,0,0,82.5492502205234,0,17.4507497794766,100,0,0,..
1996,YR1996,Pakistan,PAK,0,..,..,..,0.634249471458774,35.2778012684989,27.0477801268499,0.585200845665962,36.4549682875264,64.1369978858351,0,35.2778012684989,..
1996,YR1996,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,0,..
1996,YR1996,Panama,PAN,18000000,77.0258255004883,48.8679451214759,96.610954284668,0,78.5303347280335,0,0,20.9989539748954,20.9989539748954,0.47071129707113,79.0010460251046,..
1996,YR1996,Papua New Guinea,PNG,..,11,2.58825841206037,63.1,..,..,..,..,..,..,..,53.6100056850483,..
1996,YR1996,Paraguay,PRY,32000000,85.9734573364258,73.3869895366762,97.2367401123047,0,99.8951548139556,0,0,0.03346122958865,0.03346122958865,0.0713839564557866,99.9665387704113,..
1996,YR1996,Peru,PER,137000000,67,4.6576523999663,92,0,77.1364057433997,1.54006484483557,0,20.5303381194998,22.0704029643353,0.793191292264937,77.9295970356647,..
1996,YR1996,Philippines,PHL,6534000000,70.3285903930664,54.841752409089,88.1646957397461,13.2191575680017,19.1412312467667,0.0544558499196776,0,49.7944291665532,63.0680425844746,17.7907261687587,36.9319574155254,..
1996,YR1996,Poland,POL,133000000,100,100,100,96.8624729096137,1.36762185361984,0.228763261894981,0,1.25501083615451,98.3462470076632,0.0941966372508747,1.46181849087072,..
